date,home_team,away_team,home_score,away_score
2023-07-03,Spurs,Hornets,117,102
2023-07-04,76ers,Pistons,110,94
2023-07-05,Warriors,Mavericks,107,115
2023-07-06,Hawks,Raptors,112,115
2023-07-07,Bulls,Celtics,80,134
2023-07-08,Trail Blazers,Knicks,110,117
2023-07-09,Warriors,Trail Blazers,120,99
2023-07-10,Wizards,Bulls,93,116
2023-07-11,Wizards,76ers,98,126
2023-07-12,Timberwolves,Celtics,95,103
2023-07-13,Thunder,Grizzlies,121,109
2023-07-14,Raptors,Celtics,109,88
2023-07-15,Hawks,Magic,117,90
2023-07-16,Hawks,Cavaliers,103,117
2023-07-17,Jazz,Clippers,117,120
2023-07-18,Warriors,Spurs,110,107
2023-07-19,Grizzlies,Wizards,90,95
2023-07-20,Rockets,Spurs,100,110
2023-07-21,Rockets,Clippers,100,97
2023-07-22,Bucks,Lakers,108,125
2023-07-23,Rockets,Nuggets,112,114
2023-07-24,Pistons,Cavaliers,89,123
2023-07-25,Spurs,Rockets,129,80
2023-07-26,Raptors,Magic,127,90
2023-07-27,Lakers,Jazz,111,100
2023-07-28,Nuggets,Clippers,111,102
2023-07-29,Hornets,Celtics,91,125
2023-07-30,Pacers,Bucks,101,119
2023-07-31,Pelicans,Rockets,80,124
2023-08-01,Suns,Heat,122,112
2023-08-02,Pacers,Timberwolves,112,101
2023-08-03,Hornets,Suns,115,95
2023-08-04,Spurs,Clippers,111,133
2023-08-05,Knicks,Cavaliers,100,118
2023-08-06,Warriors,Wizards,136,95
2023-08-07,Jazz,Pelicans,87,117
2023-08-08,Celtics,Raptors,100,115
2023-08-09,76ers,Bulls,107,123
2023-08-10,Thunder,Mavericks,124,119
2023-08-11,Mavericks,Kings,107,106
2023-08-12,Timberwolves,Bulls,103,107
2023-08-13,Rockets,Trail Blazers,108,114
2023-08-14,Knicks,Suns,95,118
2023-08-15,Kings,Mavericks,115,107
2023-08-16,Magic,Kings,103,100
2023-08-17,76ers,Wizards,107,99
2023-08-18,Nuggets,Pacers,100,108
2023-08-19,Warriors,Nets,119,114
2023-08-20,Clippers,Warriors,114,98
2023-08-21,Pelicans,Cavaliers,80,117
2023-08-22,Pistons,Knicks,124,103
2023-08-23,Bulls,Heat,112,88
2023-08-24,Celtics,Bucks,124,109
2023-08-25,Jazz,Bulls,115,88
2023-08-26,Thunder,Suns,123,105
2023-08-27,76ers,Wizards,93,127
2023-08-28,Magic,Warriors,113,116
2023-08-29,Timberwolves,76ers,107,96
2023-08-30,76ers,Magic,106,98
2023-08-31,Celtics,Heat,116,113
2023-09-01,Nets,Wizards,103,117
2023-09-02,76ers,Hawks,117,106
2023-09-03,Celtics,Trail Blazers,85,132
2023-09-04,Nuggets,Spurs,121,116
2023-09-05,Trail Blazers,Thunder,125,97
2023-09-06,Rockets,Wizards,96,111
2023-09-07,Hawks,Pacers,126,80
2023-09-08,Magic,Pistons,87,114
2023-09-09,Nets,Timberwolves,107,104
2023-09-10,Thunder,Jazz,118,100
2023-09-11,Bulls,Magic,109,110
2023-09-12,Warriors,Trail Blazers,115,112
2023-09-13,Raptors,Nuggets,84,117
2023-09-14,Wizards,Hawks,105,123
2023-09-15,Clippers,Hawks,105,117
2023-09-16,Heat,Nets,108,100
2023-09-17,Lakers,Mavericks,96,118
2023-09-18,Grizzlies,76ers,119,109
2023-09-19,Hawks,Raptors,109,85
2023-09-20,Timberwolves,Clippers,105,108
2023-09-21,Bucks,Pistons,102,115
2023-09-22,Clippers,Bulls,82,126
2023-09-23,Nuggets,Lakers,108,104
2023-09-24,Knicks,Pistons,114,111
2023-09-25,Thunder,Timberwolves,118,117
2023-09-26,Grizzlies,Warriors,95,143
2023-09-27,Lakers,Hawks,111,111
2023-09-28,Pistons,Kings,95,111
2023-09-29,Pacers,Magic,103,99
2023-09-30,Nets,Bulls,100,84
2023-10-01,Spurs,Rockets,128,110
2023-10-02,Celtics,Bulls,110,115
2023-10-03,Heat,Thunder,84,102
2023-10-04,Knicks,Trail Blazers,104,123
2023-10-05,Thunder,Pacers,97,81
2023-10-06,Grizzlies,Lakers,108,88
2023-10-07,76ers,Cavaliers,109,110
2023-10-08,Heat,Raptors,101,101
2023-10-09,Lakers,Nets,102,108
2023-10-10,Timberwolves,Clippers,133,95
2023-10-11,Clippers,Rockets,105,103
2023-10-12,Bucks,Cavaliers,97,128
2023-10-13,Raptors,Hornets,91,100
2023-10-14,Thunder,Nuggets,115,100
2023-10-15,Clippers,Hornets,116,117
2023-10-16,Grizzlies,Mavericks,114,97
2023-10-17,Lakers,Pelicans,107,97
2023-10-18,Suns,Pacers,115,109
2023-10-19,Jazz,Pelicans,139,108
2023-10-20,Rockets,Lakers,123,133
2023-10-21,Wizards,Pacers,123,90
2023-10-22,Suns,Nets,124,106
2023-10-23,Lakers,Wizards,130,99
2023-10-24,Thunder,Grizzlies,105,116
2023-10-25,Nuggets,Celtics,107,106
2023-10-26,Bucks,Grizzlies,118,95
2023-10-27,Clippers,Grizzlies,98,101
2023-10-28,Pistons,Hawks,104,112
2023-10-29,Pelicans,Grizzlies,107,110
2023-10-30,Trail Blazers,Warriors,119,108
2023-10-31,Nets,Kings,108,122
2023-11-01,Heat,Magic,136,117
2023-11-02,Rockets,Nets,118,85
2023-11-03,Warriors,Timberwolves,107,106
2023-11-04,Thunder,Raptors,121,115
2023-11-05,Trail Blazers,Celtics,91,119
2023-11-06,Trail Blazers,Magic,119,112
2023-11-07,Nuggets,Wizards,90,112
2023-11-08,Bulls,Pacers,100,104
2023-11-09,Hawks,Nets,109,123
2023-11-10,Bucks,Raptors,146,109
2023-11-11,Celtics,Heat,101,88
2023-11-12,Timberwolves,Kings,109,102
2023-11-13,Hawks,Thunder,101,115
2023-11-14,Grizzlies,Trail Blazers,101,113
2023-11-15,Cavaliers,Lakers,125,93
2023-11-16,Clippers,Spurs,117,94
2023-11-17,Knicks,Warriors,89,103
2023-11-18,Magic,Thunder,114,103
2023-11-19,Kings,Lakers,114,122
2023-11-20,Heat,Pelicans,117,113
2023-11-21,Timberwolves,Nets,110,114
2023-11-22,Wizards,76ers,107,117
2023-11-23,Raptors,Nuggets,102,119
2023-11-24,Cavaliers,Nets,96,100
2023-11-25,Warriors,Spurs,107,126
2023-11-26,Hawks,Grizzlies,107,91
2023-11-27,Rockets,Jazz,111,103
2023-11-28,Rockets,Jazz,92,120
2023-11-29,Nuggets,Kings,107,106
2023-11-30,Nets,Grizzlies,133,93
2023-12-01,Grizzlies,Clippers,109,112
2023-12-02,Hornets,Grizzlies,116,101
2023-12-03,Thunder,Kings,111,87
2023-12-04,Knicks,Celtics,118,106
2023-12-05,Pacers,Nets,118,103
2023-12-06,Nuggets,Pistons,101,131
2023-12-07,Celtics,Cavaliers,121,116
2023-12-08,Pacers,Cavaliers,113,124
2023-12-09,Warriors,76ers,102,103
2023-12-10,Trail Blazers,Grizzlies,136,100
2023-12-11,Kings,Jazz,108,89
2023-12-12,Knicks,Suns,126,117
2023-12-13,Mavericks,Lakers,105,133
2023-12-14,Jazz,Thunder,120,106
2023-12-15,Thunder,Lakers,120,94
2023-12-16,Magic,Nuggets,102,98
2023-12-17,Knicks,Rockets,128,87
2023-12-18,Pelicans,Knicks,104,113
2023-12-19,Raptors,Grizzlies,118,93
2023-12-20,Pelicans,Clippers,98,80
2023-12-21,Mavericks,Suns,94,105
2023-12-22,Cavaliers,Suns,115,109
2023-12-23,Nuggets,Clippers,94,109
2023-12-24,Lakers,Cavaliers,101,118
2023-12-25,Cavaliers,Hawks,98,132
2023-12-26,Warriors,Spurs,115,96
2023-12-27,76ers,Grizzlies,107,85
2023-12-28,Celtics,Hawks,98,105
2023-12-29,Knicks,Mavericks,106,112
2023-12-30,Bulls,Suns,114,83
2023-12-31,Hawks,Nuggets,134,92
2024-01-01,Pistons,Celtics,92,116
2024-01-02,Pacers,Mavericks,116,105
2024-01-03,Spurs,Pistons,137,97
2024-01-04,Timberwolves,Clippers,100,110
2024-01-05,Knicks,Thunder,112,128
2024-01-06,Wizards,Nuggets,100,117
2024-01-07,76ers,Hornets,96,115
2024-01-08,Pacers,Clippers,93,119
2024-01-09,Clippers,Knicks,111,104
2024-01-10,Pacers,Cavaliers,120,103
2024-01-11,Heat,Clippers,98,104
2024-01-12,Thunder,76ers,107,127
2024-01-13,Magic,Knicks,108,112
2024-01-14,Suns,Pacers,115,83
2024-01-15,Bucks,Wizards,104,100
2024-01-16,Hawks,Wizards,108,97
2024-01-17,Trail Blazers,Grizzlies,87,117
2024-01-18,Timberwolves,Pelicans,136,98
2024-01-19,Jazz,Knicks,85,128
2024-01-20,Celtics,Spurs,125,108
2024-01-21,Cavaliers,Heat,98,99
2024-01-22,Hornets,Nets,110,118
2024-01-23,Pelicans,Pistons,111,115
2024-01-24,Clippers,Pelicans,125,103
2024-01-25,Celtics,Nuggets,114,113
2024-01-26,Mavericks,Nets,96,112
2024-01-27,Grizzlies,Thunder,129,112
2024-01-28,Bulls,Raptors,88,105
2024-01-29,Nuggets,Trail Blazers,123,93
2024-01-30,Trail Blazers,Nets,111,94
2024-01-31,Lakers,Nuggets,109,97
2024-02-01,Raptors,Suns,90,117
2024-02-02,Grizzlies,Timberwolves,119,103
2024-02-03,Pacers,76ers,112,127
2024-02-04,Wizards,Raptors,106,97
2024-02-05,Knicks,Heat,121,111
2024-02-06,Warriors,Suns,102,103
2024-02-07,Pelicans,Lakers,119,105
2024-02-08,Grizzlies,Nuggets,108,91
2024-02-09,Wizards,Bucks,84,121
2024-02-10,Bucks,Hornets,97,100
2024-02-11,Jazz,Pelicans,115,102
2024-02-12,Timberwolves,Raptors,94,94
2024-02-13,Hawks,Bulls,124,109
2024-02-14,Suns,Hawks,117,90
2024-02-15,Rockets,Hawks,98,91
2024-02-16,Rockets,Mavericks,91,108
2024-02-17,Magic,Pistons,131,81
2024-02-18,Kings,Pacers,120,107
2024-02-19,Grizzlies,Heat,119,100
2024-02-20,Kings,Suns,106,124
2024-02-21,Grizzlies,Nets,95,132
2024-02-22,Knicks,Suns,121,103
2024-02-23,Timberwolves,Kings,97,93
2024-02-24,Kings,Raptors,106,114
2024-02-25,Raptors,Celtics,104,113
2024-02-26,Bulls,Mavericks,96,109
2024-02-27,Bucks,Celtics,120,121
2024-02-28,Nuggets,Knicks,112,106
2024-02-29,Grizzlies,Jazz,98,90
2024-03-01,Celtics,Wizards,114,110
2024-03-02,Raptors,Timberwolves,114,93
2024-03-03,Bulls,Pacers,121,137
2024-03-04,Heat,Raptors,115,103
2024-03-05,Pistons,Pelicans,93,111
2024-03-06,Hawks,Knicks,103,118
2024-03-07,Suns,Nets,80,110
2024-03-08,Jazz,Cavaliers,103,105
2024-03-09,Magic,Rockets,96,121
2024-03-10,Bucks,Nets,126,95
2024-03-11,Magic,Warriors,93,122
2024-03-12,Celtics,Magic,128,109
2024-03-13,Wizards,Magic,109,101
2024-03-14,Jazz,Grizzlies,119,112
2024-03-15,Raptors,Mavericks,97,102
2024-03-16,Nuggets,Spurs,118,104
2024-03-17,Knicks,Lakers,95,97
2024-03-18,Trail Blazers,Celtics,85,122
2024-03-19,Timberwolves,Raptors,93,110
2024-03-20,Spurs,Pelicans,115,101
2024-03-21,Cavaliers,Kings,116,106
2024-03-22,Hornets,Pistons,97,114
2024-03-23,Kings,Pacers,122,89
2024-03-24,Hornets,Lakers,105,111
2024-03-25,Hawks,Bucks,99,116
2024-03-26,Bulls,Kings,129,116
2024-03-27,Warriors,Thunder,98,103
2024-03-28,Timberwolves,Kings,117,115
2024-03-29,Hornets,Kings,101,90
2024-03-30,Suns,Timberwolves,123,105
2024-03-31,76ers,Lakers,88,121
2024-04-01,Nets,Nuggets,106,116
2024-04-02,Bucks,76ers,109,113
2024-04-03,Knicks,Mavericks,101,112
2024-04-04,Cavaliers,Trail Blazers,117,136
2024-04-05,Cavaliers,Pacers,110,124
2024-04-06,Celtics,Mavericks,122,109
2024-04-07,Warriors,Clippers,95,113
2024-04-08,Heat,Rockets,113,80
2024-04-09,Hornets,Pistons,122,91
2024-04-10,Heat,Thunder,129,110
2024-04-11,Cavaliers,Hawks,118,119
2024-04-12,Thunder,Bulls,109,103
2024-04-13,Rockets,Pelicans,115,109
2024-04-14,Spurs,Clippers,109,114
2024-04-15,Knicks,Mavericks,94,126
2024-04-16,Cavaliers,Hawks,93,129
2024-04-17,Cavaliers,Clippers,101,101
2024-04-18,Spurs,Magic,94,113
2024-04-19,Nuggets,Heat,107,95
2024-04-20,Pistons,Cavaliers,100,108
2024-04-21,Heat,Thunder,107,122
2024-04-22,Hawks,Lakers,108,80
2024-04-23,Kings,Wizards,112,125
2024-04-24,Suns,Trail Blazers,103,114
2024-04-25,Hornets,Pacers,133,110
2024-04-26,Suns,Lakers,120,128
2024-04-27,Heat,Lakers,103,119
2024-04-28,Jazz,76ers,127,91
2024-04-29,Nuggets,Suns,121,126
2024-04-30,Lakers,Pacers,115,114
2024-05-01,Trail Blazers,Nuggets,131,97
2024-05-02,Rockets,Pistons,117,114
2024-05-03,Knicks,Magic,109,114
2024-05-04,Heat,Pistons,117,107
2024-05-05,Warriors,Pacers,132,105
2024-05-06,Pacers,Pelicans,99,105
2024-05-07,76ers,Knicks,102,111
2024-05-08,Hawks,Thunder,110,122
2024-05-09,Spurs,76ers,117,121
2024-05-10,Hornets,Mavericks,110,110
2024-05-11,Bulls,Mavericks,116,80
2024-05-12,Nuggets,Jazz,106,122
2024-05-13,Pistons,76ers,109,121
2024-05-14,76ers,Bucks,112,113
2024-05-15,Spurs,Hornets,89,126
2024-05-16,Spurs,Trail Blazers,119,105
2024-05-17,Pistons,Suns,114,88
2024-05-18,Clippers,76ers,119,112
2024-05-19,Bucks,Wizards,116,89
2024-05-20,Timberwolves,Warriors,102,87
2024-05-21,Mavericks,Trail Blazers,132,129
2024-05-22,Bucks,Celtics,80,109
2024-05-23,Mavericks,Pelicans,99,117
2024-05-24,Timberwolves,Magic,101,109
2024-05-25,Jazz,Cavaliers,121,108
2024-05-26,Magic,Kings,100,96
2024-05-27,Kings,Thunder,110,113
2024-05-28,Trail Blazers,Nuggets,112,114
2024-05-29,Warriors,Hawks,93,103
2024-05-30,Nets,Knicks,109,100
2024-05-31,Heat,Timberwolves,129,106
2024-06-01,Bucks,Mavericks,119,138
2024-06-02,Suns,Trail Blazers,83,110
2024-06-03,76ers,Pelicans,100,117
2024-06-04,Hawks,Heat,98,111
2024-06-05,Knicks,Pelicans,95,109
2024-06-06,Bulls,Grizzlies,126,119
2024-06-07,Thunder,Jazz,124,112
2024-06-08,Clippers,Pacers,113,106
2024-06-09,Spurs,Wizards,120,103
2024-06-10,Kings,Heat,97,110
2024-06-11,Wizards,Mavericks,122,80
2024-06-12,Cavaliers,Jazz,107,96
2024-06-13,Hornets,Pelicans,114,115
2024-06-14,Spurs,Clippers,121,124
2024-06-15,Pelicans,Spurs,91,109
2024-06-16,Trail Blazers,Raptors,114,87
2024-06-17,Timberwolves,Magic,113,119
2024-06-18,76ers,Trail Blazers,92,96
2024-06-19,Nets,Trail Blazers,106,106
2024-06-20,Bulls,Suns,94,103
2024-06-21,Knicks,Warriors,97,103
2024-06-22,Pistons,Lakers,101,127
2024-06-23,Bucks,Nets,126,114
2024-06-24,Nets,Kings,115,102
2024-06-25,Clippers,Pelicans,131,113
2024-06-26,Clippers,Raptors,112,121
2024-06-27,Lakers,Pelicans,100,106
2024-06-28,Nets,Trail Blazers,105,119
2024-06-29,Suns,Raptors,104,103
2024-06-30,Pacers,Trail Blazers,99,115
2024-07-01,Spurs,Raptors,116,106
2024-07-02,Nuggets,Rockets,111,100
2024-07-03,Hawks,Clippers,112,108
2024-07-04,Pelicans,76ers,137,107
2024-07-05,Hawks,Thunder,116,115
2024-07-06,Clippers,Wizards,116,109
2024-07-07,Bucks,Wizards,110,117
2024-07-08,Hornets,Hawks,129,98
2024-07-09,Nets,Grizzlies,104,111
2024-07-10,Trail Blazers,Grizzlies,107,114
2024-07-11,76ers,Lakers,124,114
2024-07-12,Rockets,Spurs,122,108
2024-07-13,Lakers,Rockets,124,103
2024-07-14,Bucks,Pelicans,119,121
2024-07-15,Rockets,Knicks,119,111
2024-07-16,Bucks,Lakers,97,94
2024-07-17,Hornets,Hawks,101,89
2024-07-18,Timberwolves,Magic,106,108
2024-07-19,Suns,Pelicans,93,133
2024-07-20,Hawks,Cavaliers,105,104
2024-07-21,Spurs,Jazz,97,144
2024-07-22,Timberwolves,Trail Blazers,104,88
2024-07-23,Timberwolves,Trail Blazers,133,105
2024-07-24,Suns,Thunder,104,121
2024-07-25,Nuggets,Pelicans,87,116
2024-07-26,Hawks,Jazz,118,126
2024-07-27,Knicks,Heat,100,84
2024-07-28,Warriors,Wizards,109,121
2024-07-29,Celtics,Warriors,121,101
2024-07-30,Thunder,Suns,105,111
2024-07-31,Pacers,Pelicans,147,120
2024-08-01,Timberwolves,Jazz,107,127
2024-08-02,Bucks,Nets,89,110
2024-08-03,Kings,Lakers,102,124
2024-08-04,Hornets,Jazz,110,121
2024-08-05,Warriors,Grizzlies,98,112
2024-08-06,Wizards,Rockets,113,116
2024-08-07,Rockets,Raptors,115,113
2024-08-08,Lakers,Bucks,136,104
2024-08-09,Grizzlies,Trail Blazers,89,107
2024-08-10,Timberwolves,Knicks,135,101
2024-08-11,Nets,Pistons,101,118
2024-08-12,Pistons,Grizzlies,97,96
2024-08-13,Clippers,Mavericks,113,90
2024-08-14,Cavaliers,Suns,89,125
2024-08-15,Celtics,Jazz,87,105
2024-08-16,Kings,Celtics,109,116
2024-08-17,Raptors,Hornets,129,104
2024-08-18,Celtics,Pacers,100,133
2024-08-19,Wizards,Warriors,99,93
2024-08-20,Suns,Timberwolves,91,104
2024-08-21,Jazz,Rockets,108,121
2024-08-22,Kings,Spurs,106,111
2024-08-23,Hawks,Raptors,122,89
2024-08-24,76ers,Cavaliers,99,101
2024-08-25,Thunder,Clippers,120,109
2024-08-26,Knicks,Pistons,115,105
2024-08-27,Knicks,Mavericks,99,115
2024-08-28,Pistons,Hawks,98,135
2024-08-29,Clippers,Pistons,129,98
2024-08-30,Hawks,Pistons,102,107
2024-08-31,Magic,Suns,121,109
2024-09-01,Kings,Jazz,123,84
2024-09-02,Thunder,Clippers,119,103
2024-09-03,Magic,76ers,107,128
2024-09-04,Nets,Kings,153,97
2024-09-05,Bucks,Raptors,120,109
2024-09-06,Pistons,Grizzlies,122,108
2024-09-07,Pistons,Bucks,118,106
2024-09-08,Clippers,Grizzlies,105,121
2024-09-09,Timberwolves,Celtics,117,119
2024-09-10,Spurs,Celtics,127,99
2024-09-11,Lakers,Wizards,128,126
2024-09-12,Hawks,Celtics,104,136
2024-09-13,Cavaliers,Hornets,118,92
2024-09-14,Grizzlies,Knicks,113,97
2024-09-15,76ers,Hawks,111,98
2024-09-16,Rockets,Spurs,120,99
2024-09-17,Heat,Spurs,120,110
2024-09-18,Spurs,Wizards,129,97
2024-09-19,Lakers,Nuggets,92,105
2024-09-20,Timberwolves,Heat,124,97
2024-09-21,Clippers,Lakers,105,122
2024-09-22,Wizards,Magic,90,110
2024-09-23,Spurs,Nets,101,109
2024-09-24,Heat,Lakers,95,94
2024-09-25,Timberwolves,Suns,105,108
2024-09-26,Raptors,Spurs,130,98
2024-09-27,Kings,Pelicans,105,95
2024-09-28,Clippers,Wizards,104,124
2024-09-29,Raptors,Suns,120,110
2024-09-30,Grizzlies,Cavaliers,91,93
2024-10-01,Heat,Raptors,110,121
2024-10-02,Raptors,Wizards,107,111
2024-10-03,Thunder,Hornets,104,116
2024-10-04,Grizzlies,Nets,103,105
2024-10-05,76ers,Mavericks,120,98
2024-10-06,Pistons,Suns,103,94
2024-10-07,Lakers,Knicks,96,111
2024-10-08,Spurs,Celtics,117,105
2024-10-09,Nets,Thunder,108,97
2024-10-10,Spurs,Knicks,131,97
2024-10-11,Kings,Knicks,110,111
2024-10-12,Trail Blazers,Heat,141,118
2024-10-13,Warriors,Grizzlies,83,120
2024-10-14,Mavericks,Spurs,108,94
2024-10-15,Bulls,Warriors,123,108
2024-10-16,Clippers,Mavericks,91,107
2024-10-17,Wizards,Jazz,84,97
2024-10-18,Timberwolves,Pistons,114,85
2024-10-19,Celtics,Spurs,104,120
2024-10-20,Kings,Spurs,110,117
2024-10-21,Celtics,Nets,102,106
2024-10-22,Jazz,Warriors,108,105
2024-10-23,Raptors,Knicks,108,100
2024-10-24,Spurs,Pelicans,112,96
2024-10-25,Knicks,Thunder,99,112
2024-10-26,Bucks,Kings,121,112
2024-10-27,Grizzlies,Hawks,123,104
2024-10-28,Clippers,Pelicans,112,91
2024-10-29,Wizards,Knicks,124,96
2024-10-30,Trail Blazers,76ers,103,95
2024-10-31,Knicks,Spurs,126,121
2024-11-01,Clippers,Nets,111,113
2024-11-02,Pelicans,Suns,120,120
2024-11-03,76ers,Grizzlies,123,110
2024-11-04,Raptors,76ers,111,101
2024-11-05,Nuggets,Grizzlies,107,113
2024-11-06,Clippers,Nets,106,114
2024-11-07,Celtics,Grizzlies,101,127
2024-11-08,Bulls,Wizards,113,104
2024-11-09,Nuggets,Magic,115,121
2024-11-10,Cavaliers,Heat,105,120
2024-11-11,Jazz,Rockets,129,128
2024-11-12,76ers,Heat,91,116
2024-11-13,Bulls,Hawks,95,108
2024-11-14,Jazz,76ers,111,122
2024-11-15,Suns,Kings,93,100
2024-11-16,Hawks,Mavericks,80,105
2024-11-17,Rockets,Warriors,92,121
2024-11-18,Trail Blazers,Celtics,98,121
2024-11-19,Bulls,Nuggets,103,121
2024-11-20,Celtics,Nuggets,94,109
2024-11-21,Warriors,Jazz,120,106
2024-11-22,Knicks,Mavericks,109,103
2024-11-23,Knicks,Trail Blazers,120,90
2024-11-24,Rockets,Trail Blazers,103,132
2024-11-25,Rockets,Hornets,112,108
2024-11-26,Timberwolves,Knicks,89,96
2024-11-27,Hornets,Bulls,119,128
2024-11-28,Pelicans,Hornets,107,110
2024-11-29,Rockets,Timberwolves,105,109
2024-11-30,Celtics,Hawks,127,128
2024-12-01,Lakers,Mavericks,91,100
2024-12-02,Raptors,Knicks,113,123
2024-12-03,Grizzlies,Wizards,114,95
2024-12-04,Magic,Pistons,100,117
2024-12-05,Jazz,Bulls,92,125
2024-12-06,Mavericks,Hornets,103,106
2024-12-07,Knicks,Clippers,127,124
2024-12-08,76ers,Nets,107,133
2024-12-09,Clippers,Lakers,121,113
2024-12-10,Thunder,Celtics,100,88
2024-12-11,Trail Blazers,Lakers,104,106
2024-12-12,Lakers,Pelicans,111,122
2024-12-13,Spurs,Thunder,115,99
2024-12-14,Magic,Spurs,104,99
2024-12-15,Clippers,Suns,115,84
2024-12-16,Warriors,Lakers,116,113
2024-12-17,Warriors,Pelicans,104,118
2024-12-18,Trail Blazers,Thunder,117,98
2024-12-19,Kings,Hornets,92,100
2024-12-20,Clippers,Rockets,103,99
2024-12-21,Jazz,Lakers,114,105
2024-12-22,Bulls,Raptors,114,106
2024-12-23,Wizards,Nuggets,94,123
2024-12-24,Cavaliers,Trail Blazers,100,119
2024-12-25,Nuggets,Hornets,84,102
2024-12-26,Nuggets,Wizards,133,107
2024-12-27,Grizzlies,Pistons,114,109
2024-12-28,Celtics,Pelicans,120,130
2024-12-29,Grizzlies,Pelicans,121,120
2024-12-30,Hawks,Wizards,117,119
2024-12-31,Raptors,Suns,130,119
2025-01-01,Warriors,Jazz,125,110
2025-01-02,Celtics,Suns,101,104
2025-01-03,Rockets,Nuggets,116,118
2025-01-04,Kings,Nets,122,124
2025-01-05,Bulls,Magic,91,108
2025-01-06,Nets,Timberwolves,100,121
2025-01-07,Pistons,Pacers,102,89
2025-01-08,Wizards,76ers,113,89
2025-01-09,Knicks,Mavericks,80,118
2025-01-10,Nets,Raptors,108,121
2025-01-11,Knicks,Celtics,117,108
2025-01-12,Celtics,Raptors,113,109
2025-01-13,Pelicans,Mavericks,97,136
2025-01-14,76ers,Heat,108,120
2025-01-15,Nets,Pacers,89,140
2025-01-16,Hornets,Mavericks,111,114
2025-01-17,Celtics,Spurs,124,109
2025-01-18,Kings,Suns,89,129
2025-01-19,Hawks,Kings,123,112
2025-01-20,Bulls,Kings,118,126
2025-01-21,Thunder,Rockets,91,98
2025-01-22,Mavericks,Grizzlies,90,112
2025-01-23,Hawks,Thunder,96,122
2025-01-24,Nets,Suns,119,90
2025-01-25,76ers,Hornets,117,106
2025-01-26,Cavaliers,Lakers,112,97
2025-01-27,Lakers,Pelicans,95,95
2025-01-28,Timberwolves,Warriors,112,104
2025-01-29,Kings,Heat,107,118
2025-01-30,Grizzlies,Cavaliers,95,115
2025-01-31,Hawks,Raptors,119,96
2025-02-01,Pelicans,Mavericks,123,107
2025-02-02,Suns,Raptors,109,105
2025-02-03,Pistons,Thunder,100,116
2025-02-04,Raptors,Magic,92,126
2025-02-05,Clippers,Hawks,112,111
2025-02-06,Jazz,76ers,117,116
2025-02-07,Hawks,Pacers,120,99
2025-02-08,Hawks,Timberwolves,83,108
2025-02-09,Celtics,76ers,135,97
2025-02-10,Wizards,Magic,105,138
2022-09-30,Wizards,Bulls,121,97
2022-10-01,Nets,Kings,127,104
2022-10-02,Timberwolves,Suns,137,112
2022-10-03,Pelicans,Spurs,117,125
2022-10-04,Lakers,Nets,122,119
2022-10-05,Spurs,Bucks,126,111
2022-10-06,76ers,Knicks,88,107
2022-10-07,Thunder,Wizards,109,95
2022-10-08,Warriors,Knicks,110,110
2022-10-09,Magic,Rockets,105,104
2022-10-10,Clippers,Pacers,109,90
2022-10-11,Knicks,Nuggets,107,122
2022-10-12,Bulls,Thunder,110,145
2022-10-13,Rockets,Jazz,112,114
2022-10-14,Pelicans,Hawks,131,103
2022-10-15,Kings,Pelicans,91,104
2022-10-16,Pistons,Knicks,129,118
2022-10-17,Bulls,Celtics,102,96
2022-10-18,Warriors,Celtics,99,108
2022-10-19,Rockets,Pelicans,115,112
2022-10-20,Nets,Pelicans,142,94
2022-10-21,Raptors,Pistons,104,102
2022-10-22,Raptors,Lakers,107,85
2022-10-23,Celtics,Kings,110,106
2022-10-24,Grizzlies,Trail Blazers,117,108
2022-10-25,Hawks,Celtics,122,111
2022-10-26,Suns,Clippers,89,81
2022-10-27,Suns,Trail Blazers,119,122
2022-10-28,Jazz,Kings,87,97
2022-10-29,Bulls,Nuggets,92,97
2022-10-30,Heat,Bucks,106,94
2022-10-31,Bulls,Pelicans,96,134
2022-11-01,Cavaliers,Magic,83,129
2022-11-02,Hornets,Celtics,134,91
2022-11-03,Celtics,Spurs,118,97
2022-11-04,Suns,Bulls,116,105
2022-11-05,Cavaliers,Pacers,118,103
2022-11-06,Mavericks,Jazz,123,124
2022-11-07,Celtics,Clippers,120,90
2022-11-08,Hawks,Kings,111,95
2022-11-09,Spurs,Grizzlies,108,103
2022-11-10,Knicks,Celtics,101,99
2022-11-11,Rockets,76ers,127,113
2022-11-12,Spurs,Pistons,93,96
2022-11-13,Spurs,Trail Blazers,121,95
2022-11-14,Lakers,Nuggets,119,116
2022-11-15,Bulls,Heat,116,115
2022-11-16,Trail Blazers,Warriors,91,118
2022-11-17,Clippers,Kings,94,103
2022-11-18,Bucks,Trail Blazers,95,117
2022-11-19,Hornets,Nets,110,118
2022-11-20,Thunder,Warriors,100,116
2022-11-21,Thunder,Pistons,90,104
2022-11-22,Rockets,Bulls,116,116
2022-11-23,Suns,Wizards,105,101
2022-11-24,Nuggets,Hawks,122,106
2022-11-25,Mavericks,Raptors,103,104
2022-11-26,Hornets,Pacers,92,123
2022-11-27,Celtics,Heat,101,118
2022-11-28,Pistons,Timberwolves,108,130
2022-11-29,Nuggets,Cavaliers,88,101
2022-11-30,Hawks,Pelicans,121,104
2022-12-01,Warriors,Spurs,114,89
2022-12-02,Timberwolves,Pistons,114,114
